fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,alcohol_density_ratio,acid_ratio,sulfur_ratio,total_acidity,sweetness_acidity_ratio,quality_label
-0.5222179120265434,0.944624319455712,-1.372134434699732,-0.7007906569287929,-0.26749653862011474,-0.4649110402446596,-0.3816233159479311,0.6029603590825944,1.3143901636756354,-0.6589562597056694,-0.966354849535835,-0.9673922612058989,-0.880902273262409,-0.3639116650234346,-0.5526256134869838,-0.3961313012360009,0
-0.2760130564317671,1.9573672635920645,-1.372134434699732,0.44933237883227983,0.9573761824872458,0.9784855713590632,0.7069606762363939,0.05772625868455395,-0.7276284837558471,0.24536432318086157,-0.5982541061017917,-0.59420452923774,-1.0924025701509077,-0.039810417470523135,-0.21618980668463778,0.4706737765269004,0
-0.2760130564317671,1.2822053008344962,-1.1678855115180204,-0.04357749363675165,0.6233199858216018,-0.05251200835788167,0.278124558103175,0.16677307876414993,-0.3323990681239493,0.01928417745922863,-0.5982541061017917,-0.5959964467850394,-0.919079747907286,-0.66283685378567,-0.2625947455539269,0.04245202469462313,0
1.8167282161238345,-1.418442550195776,1.487350489844229,-0.7007906569287929,-0.3231725713977221,0.1536875075855073,0.4760489203185068,0.7120071791621904,-0.9911147608437809,-0.5082361625579149,-0.5982541061017917,-0.6049452614809478,2.5136570746484788,-0.6265387889260365,1.7328176258255044,-1.4202218544186278,0
-0.5222179120265434,0.7195703318698563,-1.372134434699732,-0.865093947751803,-0.3231725713977221,-0.25871152430127065,-0.18369895373259926,0.6029603590825944,1.3143901636756354,-0.6589562597056694,-0.966354849535835,-0.9673922612058989,-0.8015561541632994,-0.3543033453810758,-0.5758280829216279,-0.5461260599038079,0
-0.2144618425330726,0.38198935049107197,-1.0657610499271648,-1.1937005293978238,-0.6572287680633653,-0.05251200835788167,0.4430615266159515,-0.16036738147469853,-0.06891279103601552,-1.4125567454444454,-0.966354849535835,-0.9553656350972599,-0.5594967799324412,-0.8166421962274583,-0.28579721498857097,-1.0318739146054867,0
-0.583769125925238,0.6633068349733923,-1.372134434699732,-1.8509136926898653,-0.8799328991737947,-0.05251200835788167,-0.8104594340811501,-1.141788762191123,0.523931332411837,-1.3371966968705682,-0.4142037343847709,-0.39174226893569686,-0.7992467328332632,2.1891535514503873,-0.6396348738669005,-1.5117958699943788,1
-0.2760130564317671,0.26946235669814383,-1.2700099731088763,-0.5364873661057824,-0.43452463695293675,-0.6711105561880486,-0.9094216151888159,0.05772625868455395,0.3263166245958852,-0.5835962111317925,-0.8743296636773246,-0.8676550782033948,-0.5246211429293393,0.7890854824801342,-0.3786070927271503,-0.34907181894880884,1
-0.9530764093174028,0.26946235669814383,-0.963636588336309,-0.865093947751803,0.9017001497096331,-0.05251200835788167,0.6409858888312834,-0.4329844316736885,-0.20065592957998243,-0.8096763568534247,-1.1504052212528575,-1.1335273285716454,-0.7594985130618385,-0.9699742919422614,-0.9818712980279076,-0.26275355527620503,0
-1.6301397622030391,0.4663845958357681,-1.372134434699732,-1.1937005293978238,0.4562918874887798,0.050587749613812814,0.4430615266159515,-1.3053589923105775,1.775491148579521,-0.9603964540011799,-0.5062289202432814,-0.4803653714923842,-1.062425978820154,-0.705902347618633,-1.6460419855946082,-0.0909642181918197,0
